,sentence,words,words_tag
6559,가장 저렴한 피코크 안동 찜닭 닭가슴살 스테이크 야채맛은 어느 장소에서 찾을 수 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '피코크', ' ', '안동', ' ', '찜닭', ' ', '닭가슴살', ' ', '스테이크', ' ', '야채맛', '은', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6560,가장 저렴한 후앙 드 몽블랑 더김치 배추물김치는 어느 장소에서 찾을 수 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '후앙', ' ', '드', ' ', '몽블랑', ' ', '더김치', ' ', '배추물김치', '는', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6561,가장 저렴한 피코크 피콕반점 유산슬 위즐 커피 초코 퍼지 아이스크림은 어느 장소에서 찾을 수 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '피코크', ' ', '피콕반점', ' ', '유산슬', ' ', '위즐', ' ', '커피', ' ', '초코', ' ', '퍼지', ' ', '아이스크림', '은', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6562,가장 저렴한 캔디 사탕과 가루쿡 키친 도넛 만들기는 어느 장소에서 찾을 수 있는지 알아,"['가장', ' ', '저렴한', ' ', '캔디', ' ', '사탕', '과', ' ', '가루쿡', ' ', '키친', ' ', '도넛', ' ', '만들기', '는', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있는지', ' ', '알아']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6563,가장 저렴한 종가집이랑 미니도넛은 어느 장소에서 찾을 수 있는지 안내해줘,"['가장', ' ', '저렴한', ' ', '종가집', '이랑', ' ', '미니도넛', '은', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6564,가장 저렴한 옥수수 과자와 초콜릿은 어느 장소에서 찾을 수 있는지 말해줘,"['가장', ' ', '저렴한', ' ', '옥수수', ' ', '과자', '와', ' ', '초콜릿', '은', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6565,가장 저렴한 스모크 디스크랑 스트로베리 아이스크림은 어느 장소에서 구할 수 있는지 알려줘,"['가장', ' ', '저렴한', ' ', '스모크', ' ', '디스크', '랑', ' ', '스트로베리', ' ', '아이스크림', '은', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6566,가장 저렴한 옛날 왕만두랑 사탕 1380G은 어느 장소에서 구할 수 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '옛날', ' ', '왕만두', '랑', ' ', '사탕', ' ', '1380G', '은', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6567,가장 저렴한 더반찬 명태회무침과 중화가 채용 과자는 어느 장소에서 구할 수 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '더반찬', ' ', '명태회무침', '과', ' ', '중화가', ' ', '채용', ' ', '과자', '는', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6568,가장 저렴한 덴마크 대니쉬 더건강한 저지방우유 삼립 참참만쥬는 어느 장소에서 구할 수 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '덴마크', ' ', '대니쉬', ' ', '더건강한', ' ', '저지방우유', ' ', '삼립', ' ', '참참만쥬', '는', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6569,가장 저렴한 나뚜루 초코 아이스크림이랑 풀무원 부대찌개는 어느 장소에서 구할 수 있는지 알아,"['가장', ' ', '저렴한', ' ', '나뚜루', ' ', '초코', ' ', '아이스크림', '이랑', ' ', '풀무원', ' ', '부대찌개', '는', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '알아']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6570,가장 저렴한 찬마루 고소한맛 쌈장과 영양바는 어느 장소에서 구할 수 있는지 안내해줘,"['가장', ' ', '저렴한', ' ', '찬마루', ' ', '고소한맛', ' ', '쌈장', '과', ' ', '영양바', '는', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6571,가장 저렴한 서울식품 밤데니쉬와 씨제이다담 양념듬뿍쌈장은 어느 장소에서 구할 수 있는지 말해줘,"['가장', ' ', '저렴한', ' ', '서울식품', ' ', '밤데니쉬', '와', ' ', '씨제이다담', ' ', '양념듬뿍쌈장', '은', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6572,가장 저렴한 고추절임이랑 땅콩 캬라멜은 어느 장소에서 볼 수 있는지 알려줘,"['가장', ' ', '저렴한', ' ', '고추절임', '이랑', ' ', '땅콩', ' ', '캬라멜', '은', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6573,가장 저렴한 씨제이 물만두랑 단백질바는 어느 장소에서 볼 수 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '씨제이', ' ', '물만두', '랑', ' ', '단백질바', '는', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6574,가장 저렴한 블루베리 프랑스 프리미엄 까레루스띠끄 파베이크는 어느 장소에서 볼 수 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '블루베리', ' ', '프랑스', ' ', '프리미엄', ' ', '까레루스띠끄', ' ', '파베이크', '는', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6575,가장 저렴한 자두맛 사탕이랑 연근조림은 어느 장소에서 볼 수 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '자두맛', ' ', '사탕', '이랑', ' ', '연근조림', '은', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6576,가장 저렴한 동광젓갈 웰빙낙지젓이랑 노브랜드 오렌지 쇼콜라 케익은 어느 장소에서 볼 수 있는지 알아,"['가장', ' ', '저렴한', ' ', '동광젓갈', ' ', '웰빙낙지젓', '이랑', ' ', '노브랜드', ' ', '오렌지', ' ', '쇼콜라', ' ', '케익', '은', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '알아']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6577,가장 저렴한 우유 730ML짜리 트롤리 글로웜즈는 어느 장소에서 볼 수 있는지 안내해줘,"['가장', ' ', '저렴한', ' ', '우유', ' ', '730ML짜리', ' ', '트롤리', ' ', '글로웜즈', '는', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRDG_B', '-', 'PRD_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6578,가장 저렴한 국내제조 간장마늘쫑장아찌 스코 카라멜 사탕은 어느 장소에서 볼 수 있는지 말해줘,"['가장', ' ', '저렴한', ' ', '국내제조', ' ', '간장마늘쫑장아찌', ' ', '스코', ' ', '카라멜', ' ', '사탕', '은', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6579,가장 저렴한 매일유업 알라슬라이스 고다 치즈 소와나무 슬라이스 치즈는 어느 장소에 진열 되어있는지 알려줘,"['가장', ' ', '저렴한', ' ', '매일유업', ' ', '알라슬라이스', ' ', '고다', ' ', '치즈', ' ', '소와나무', ' ', '슬라이스', ' ', '치즈는', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6580,가장 저렴한 씨제이 비비고물만두 테이스티홈 국내산 묵은지는 어느 장소에 진열 되어있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '씨제이', ' ', '비비고물만두', ' ', '테이스티홈', ' ', '국내산', ' ', '묵은지', '는', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6581,가장 저렴한 사탕 324G랑 뉴트로 비락우유 클래식은 어느 장소에 진열 되어있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '사탕', ' ', '324G', '랑', ' ', '뉴트로', ' ', '비락우유', ' ', '클래식', '은', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6582,가장 저렴한 후앙 드 몽블랑과 풍미막창 자숙은 어느 장소에 진열 되어있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '후앙', ' ', '드', ' ', '몽블랑', '과', ' ', '풍미막창', ' ', '자숙', '은', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6583,가장 저렴한 브리오슈 트레쎄와 모닝하임 만두는 어느 장소에 진열 되어있는지 알아,"['가장', ' ', '저렴한', ' ', '브리오슈', ' ', '트레쎄', '와', ' ', '모닝하임', ' ', '만두', '는', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '알아']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6584,가장 저렴한 몽블랑 큐브랑 짠맛을 줄인 속초 창난젓은 어느 장소에 진열 되어있는지 안내해줘,"['가장', ' ', '저렴한', ' ', '몽블랑', ' ', '큐브', '랑', ' ', '짠맛을', ' ', '줄인', ' ', '속초', ' ', '창난젓', '은', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6585,가장 저렴한 50G짜리 과자 돼지불백은 어느 장소에 진열 되어있는지 말해줘,"['가장', ' ', '저렴한', ' ', '50G짜리', ' ', '과자', ' ', '돼지불백', '은', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6586,가장 저렴한 메나쥬리 초코크림롤 매일유업 알라슬라이스 고다 치즈는 어느 장소에서 판매하고 있는지 알려줘,"['가장', ' ', '저렴한', ' ', '메나쥬리', ' ', '초코크림롤', ' ', '매일유업', ' ', '알라슬라이스', ' ', '고다', ' ', '치즈', '는', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6587,가장 저렴한 기린 옥수수식빵 프리미엄고기산적은 어느 장소에서 판매하고 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '기린', ' ', '옥수수식빵', ' ', '프리미엄고기산적', '은', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6588,가장 저렴한 구운 에어 치킨 윙봉국내산과 끌레도르 프리미엄아이스크림 레드카펫치즈케익컵은 어느 장소에서 판매하고 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '구운', ' ', '에어', ' ', '치킨', ' ', '윙봉국내산', '과', ' ', '끌레도르', ' ', '프리미엄아이스크림', ' ', '레드카펫치즈케익컵', '은', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6589,가장 저렴한 255G짜리 치즈 메로나 아이스크림은 어느 장소에서 판매하고 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '255G짜리', ' ', '치즈', ' ', '메로나', ' ', '아이스크림', '은', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6590,가장 저렴한 피코크 피콕반점 깐풍기랑 프랑스 미니 브리 치즈는 어느 장소에서 판매하고 있는지 알아,"['가장', ' ', '저렴한', ' ', '피코크', ' ', '피콕반점', ' ', '깐풍기', '랑', ' ', '프랑스', ' ', '미니', ' ', '브리', ' ', '치즈', '는', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '알아']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6591,가장 저렴한 255G짜리 치즈와 메나쥬리 초코크림롤은 어느 장소에서 판매하고 있는지 안내해줘,"['가장', ' ', '저렴한', ' ', '255G짜리', ' ', '치즈', '와', ' ', '메나쥬리', ' ', '초코크림롤', '은', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6592,가장 저렴한 월넛파운드진한 초콜릿 파운드와 카사바칩 과자는 어느 장소에서 판매하고 있는지 말해줘,"['가장', ' ', '저렴한', ' ', '월넛파운드진한', ' ', '초콜릿', ' ', '파운드', '와', ' ', '카사바칩', ' ', '과자', '는', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6593,가장 저렴한 대용량 타코와사비 사탕 144G은 어느 위치에 있는지 알려줘,"['가장', ' ', '저렴한', ' ', '대용량', ' ', '타코와사비', ' ', '사탕', ' ', '144G', '은', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6594,가장 저렴한 삼립 요요 꿀호떡과 흑임자 파운드 더블세트는 어느 위치에 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '삼립', ' ', '요요', ' ', '꿀호떡', '과', ' ', '흑임자', ' ', '파운드', ' ', '더블세트', '는', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6595,가장 저렴한 씨제이 쁘띠첼 바나나푸딩과 생강가루는 어느 위치에 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '씨제이', ' ', '쁘띠첼', ' ', '바나나푸딩', '과', ' ', '생강가루', '는', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6596,가장 저렴한 시그니처 더블샷바닐라와 매일우유 무지방은 어느 위치에 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '시그니처', ' ', '더블샷바닐라', '와', ' ', '매일우유', ' ', '무지방', '은', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6597,가장 저렴한 도도한 나쵸 치즈맛과 동원 돌 곤약젤리 얼그레이는 어느 위치에 있는지 알아,"['가장', ' ', '저렴한', ' ', '도도한', ' ', '나쵸', ' ', '치즈맛', '과', ' ', '동원', ' ', '돌', ' ', '곤약젤리', ' ', '얼그레이', '는', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '알아']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6598,가장 저렴한 농협 감말랭이 탱글탱글 굴림만두는 어느 위치에 있는지 안내해줘,"['가장', ' ', '저렴한', ' ', '농협', ' ', '감말랭이', ' ', '탱글탱글', ' ', '굴림만두', '는', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6599,가장 저렴한 포스 마이쮸포도와 씨제이 맛밤은 어느 위치에 있는지 말해줘,"['가장', ' ', '저렴한', ' ', '포스', ' ', '마이쮸포도', '와', ' ', '씨제이', ' ', '맛밤', '은', ' ', '어느', ' ', '위치에', ' ', '있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6600,가장 저렴한 레드베리 에너지바와 허니 카스테라 잉글리쉬는 어느 위치에 위치하는지 알려줘,"['가장', ' ', '저렴한', ' ', '레드베리', ' ', '에너지바', '와', ' ', '허니', ' ', '카스테라', ' ', '잉글리쉬', '는', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6601,가장 저렴한 우유 190ML랑 우유 960ML는 어느 위치에 위치하는지 확인해줘,"['가장', ' ', '저렴한', ' ', '우유', ' ', '190ML', '랑', ' ', '우유', ' ', '960ML', '는', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6602,가장 저렴한 창화당 새우지짐만두와 베이 냉동빵은 어느 위치에 위치하는지 검색해줘,"['가장', ' ', '저렴한', ' ', '창화당', ' ', '새우지짐만두', '와', ' ', '베이', ' ', '냉동빵', '은', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6603,가장 저렴한 씨제이 하선정통오이지와 노브랜드 망고젤리는 어느 위치에 위치하는지 찾아줘,"['가장', ' ', '저렴한', ' ', '씨제이', ' ', '하선정통오이지', '와', ' ', '노브랜드', ' ', '망고젤리', '는', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6604,가장 저렴한 사탕 250G 덴마크 우리아기치즈 어린이치즈는 어느 위치에 위치하는지 알아,"['가장', ' ', '저렴한', ' ', '사탕', ' ', '250G', ' ', '덴마크', ' ', '우리아기치즈', ' ', '어린이치즈', '는', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '알아']","['-', '-', '-', '-', 'PRDG_B', '-', 'PRD_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6605,가장 저렴한 빙그레 빵또아 포스 마이쮸포도맛은 어느 위치에 위치하는지 안내해줘,"['가장', ' ', '저렴한', ' ', '빙그레', ' ', '빵또아', ' ', '포스', ' ', '마이쮸포도맛', '은', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '안내해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6606,가장 저렴한 동원냉장냉동 심야식당 직화 숯불닭꼬치랑 순두부찌개 기획은 어느 위치에 위치하는지 말해줘,"['가장', ' ', '저렴한', ' ', '동원냉장냉동', ' ', '심야식당', ' ', '직화', ' ', '숯불닭꼬치', '랑', ' ', '순두부찌개', ' ', '기획', '은', ' ', '어느', ' ', '위치에', ' ', '위치하는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
6607,가장 저렴한 케틀 과자 명태회무침은 어느 위치에서 파는지 알려줘,"['가장', ' ', '저렴한', ' ', '케틀', ' ', '과자', ' ', '명태회무침', '은', ' ', '어느', ' ', '위치에서', ' ', '파는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', '-', 'PRDG_B', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
